ID,Reference,Hypothesis,Reconstructed
test/bS6SiVz1R0o/00004,and you walk around and it points to things,and you walk around and you brush your teeth,And you walk around and you brush your teeth
test/MsLuQM5V3FA/00001,my other great passion is the environment,but the great passion is the environment,But the great passion is the environment
test/XBJQENjZJaA/00003,that's different from actually having an effective ad campaign,that's different from actually having an effective ad campaign,That's different from actually having an effective ad campaign
test/LEx6K4P4GJc/00004,what would that change about quality of life and nutrition,what would that change about quality of life and nutrition,What would that change about quality of life and nutrition
test/6Waurx8eS1o/00001,how can somebody like that make you feel smart,how do you measure that because it's small,How do you measure that because it's small
test/t7Xr3AsBEK4/00008,and that's what i'm calling for here now,and that's what i'm calling for here now,And that's what I'm calling for here now
test/OIlSXRCSBSI/00001,i even read many self help books,i even read malcolm x's autobiography,II Even Red Malcolm Ex's Autobiography
test/6wNif5SlN08/00014,it wasn't like them to miss practice,that wasn't going to like them to miss practice,That wasn't going to lie like them to mispractice
test/Ip2SQa50uBI/00005,but some of our grandchildren probably will,i mean some of our grandchildren probably will,Iam unsure of our grandchildren probably will
test/WFCvkkDSfIU/00002,one way around this is to draw pictures,one way around this is to draw pictures,One way around this is to draw pictures
test/S2Dj9M71JAc/00003,so when we met chuck was a senior in high school,so when we met john was a senior in high school,So when we met John was a senior in high school
test/1bnzVjOJ6NM/00022,so we have these feast and famine cycles,so we have deficient family ties,So we have defiant family ties
test/sVtIuDKFO1c/00003,when you grow up poor you want to be rich,when you grow up poor you want to be rich,When you grow up poor you want to be rich
test/Sa27SUR0Mlo/00001,you see there's a lot of things we just don't have data on,you see there's a lot of things we just don't have data on,Use there's a lot of things we just don't have data on
test/5b5BDoddOLA/00004,and the way to do it is through the bloodstream,and they went through the bloodstream,And they went through the blood stream
test/Jm2dWbNsnZI/00001,let's think about your ethical footprint,let's think about your athletic footprint,Let's Think About Your Athletic Footprint
test/tiSiSM3pk5M/00002,well let's hold on to that thought for just a minute,but let's hold on and hang on for just a minute,But let's hold on and hang on for just a minute
test/Li4S1yyrsTI/00013,and let me just put this in context,and let me just put this in context,And let me just put this in context
test/0VJqrlH9cdI/00001,and he said on the spot absolutely yes,and he said on the spot absolutely yes,And he said on the spot absolutely yes
test/ZJNESMhIxQ0/00033,and i couldn't get this information out,and i couldn't get this information out,And I couldn't get this information out
test/5P04stEjJ9E/00004,they signed up because they wanted some form of revenge,they decided because they wanted some form of revenge,They decided because they wanted some form of revenge
test/eVFYhbHpfqU/00002,why does a jellyfish emit light,why does santa visit me like,Why does Santa visit me like
test/t7Xr3AsBEK4/00002,that robot put on a great show,that robot put on a great show,That robot put on a great show
test/J8FyHI00ELY/00009,and what i need now is to learn to be like that,and what i didn't know is that it looked to me like that,And what I didn't know is that it looked to me like that
test/LYCKzpXEW6E/00001,how could i come from a nation,how could i come from an age,How could I come from an age
test/j7fRIGphgtk/00005,it would be a mall and not a park,it would be a mall and not a park,It would be a Mall and not a Park
test/LYCKzpXEW6E/00003,the rituals were familiar,the rituals were familiar,The rituals were familiar
test/uJr4wGcLNsA/00007,so what was i going to do,so what was i going to do,So what was I going to do
test/1bnzVjOJ6NM/00014,they're often not recognized sent home,you're often not recognized,You're often not recognized
test/DDaldVHUedI/00004,this is a really important chapter to me,this is a really important chapter to me,This is a really important chapter to me
test/xkFTZcUPjBg/00001,i was going through a hard time as well,i was going through a hard time as well,I was going through a hard time as well
test/NqOjj1FCcVY/00006,i can stand up and do something,i need to stand up and do something,I need to stand up and do something
test/FKxaL8Iau8Q/00002,here i'm one person talking to you,here i'm one person talking to you,Here I'm one person talking to you
test/KPNn880KWfU/00003,which brings me to my second point,which brings me to my second point,which brings me to my second point
test/LYCKzpXEW6E/00002,what kind of rituals are these,one not a virtue was arrogance,One noteworthy was Arragon's
test/jcp5vvxtEaU/00010,so we did the analysis again a slightly different way,so what does that have to do with anything,So what does that have to do with anything
test/H14bBuluwB8/00002,that's the work that stands before us,that's the work that stands before us,That's the work that stands before us
test/V1yW5IsnSjo/00005,he kept one in the glove compartment of our car,he kept running in the loving department of our car,He kept running in the loving department of our car
test/jiUKpX09zo4/00001,it really is quite phenomenal,it really is quite phenomenal,It really is quite phenomenal
test/tiSiSM3pk5M/00012,it's like a piece of junk mail to be thrown away,it's like a piece of junk mail that's been thrown away,It's like a piece of junk mail that's been thrown away
test/t2gbcVaZ448/00002,after all i was a bit unconventional,after all i wasn't being a teenage girl,After all I wasn't being a teenage girl
test/c64M1tZyWPM/00002,why aren't people washing their hands,why are these people washing their hands,Why are these people washing their hands
test/YyXRYgjQXX0/00007,it's all about what can you do for me,it's all about what he can do for me,It's all about what he can do for me
test/rP7nmdDA1Fg/00005,what difference does it make if they talk like jerry seinfeld,what difference does it make if it's organic or not,What difference does it make if it's organic or not
test/ZJNESMhIxQ0/00037,they're like the baseball scouts 20 years ago,they let the baseball season out 20 years ago,They let the baseball season out 20 years ago
test/OIlSXRCSBSI/00006,try it and let me know how it works for you,try and limit how it works for you,Try and limit how it works for you
test/ClfBxWPkBKU/00011,what can we do in all of this,what can we do with all of this,What can we do with all of this
test/S6ufvYWTqQ0/00001,he was also the first person to call me a feminist,it was also the first person to call me a feminist,It was also the first person to call me a feminist
test/GqnJFm1CS3c/00002,don't get me wrong it's not like we don't have comedy in the middle east,you get me wrong it's not like we don't have robot databases,You get me wrong it's not like we don't have robot databases
test/t7Xr3AsBEK4/00006,we connect more and more,we connect more and more,Wii Connect Morrow and More
test/DOgsYATbVSs/00003,it's not like teaching them how to ride a bike,it's not like teaching them how to write a bike,It's not like teaching them how to ride a bike
test/hiIcwt88o94/00019,every kid lives near nature,every kid lives in their nature,Every kid lives in their nature
test/LEx6K4P4GJc/00003,what would that change about how we live,what would that change about how we live,What would that change about how we live
test/QKHkSUiQboA/00003,it's kind of the anti reality tv,it's kind of the anti reality tv,Its Kind of the Anti Reality TV
test/1bnzVjOJ6NM/00004,she had to impersonate a man,she had to do impersonate a baby,She had to do impersonate a baby
test/ddxHlkIuHqg/00004,we can do that because we know,we can do that because we know,We can do that because we know
test/8vNIrPeRGlM/00001,it cracked open my world,it cracked open my world,It Cracked Open My World
test/SN7wO06Yz1E/00002,and they put on an opera all night long,and they put on an opera all night long,And they put on an opera all night long
test/1bnzVjOJ6NM/00021,and in fact it probably won't,in fact they probably won't,In fact they probably won't
test/ROgFmb3oTLo/00010,and she's looking as young as ever,is just looking as young as ever,is just looking as young as ever
test/7OMLSs8t1ng/00019,it's a debate about words about metaphors,it's a debate about words about metaphors,It's a debate about words about metaphors
test/BImnT7lcLDE/00001,you just had to do things sometimes,you've just had to do things sometimes,You've just had to do things sometimes
test/SpTGUTSFvf4/00004,she wanted to change policy at the government level,so we didn't change policy at the government level,So we didn't change policy at the government level
test/87AEeLpodnE/00010,we're blessed with people who listen to us,we're placed with people who are listening to us,We're placed with people who are listening to us
test/vXPJVwwEmiM/00001,he's at a technology conference in florida,it says 100 grams of sugar,It Says One Hundred Grams of Sugar
test/2UStOghblfE/00001,why are we embedded in social networks,why are we embedded in social networks,Why Are We Embedded in Social Networks
test/NA7krbsdXFA/00002,we suspended our values,we inspect our values,Wii Inspector Values
test/8vNIrPeRGlM/00005,she would hide in the closet,she would hide in the closet,She Would Hide in the Closet
test/HSercnrqeN4/00001,i exist because i have my women friends,i can speak to have my women friends,I can speak to have my women friends
test/hxsnKwmW0dk/00003,i have an idea for saving the world,we have an idea for saving the world,We have an idea for saving the world
test/bArH8r8jJ4g/00004,it's a pretty simple idea right,it's a pretty simple idea right,It's a pretty simple idea right
test/Ok6LbV6bqaE/00003,you learn more about how computers work,to learn more about how you build this one,To learn more about how you build this one
test/uJr4wGcLNsA/00003,my parents came from germany,my parents came from germany,My parents came from Germany
test/qWNae7vYK6s/00008,you don't get the same witnesses or depositions,knowing the subject's disposition is,Knowing the subject's disposition is
test/t7Xr3AsBEK4/00004,we almost don't feel ourselves,we almost don't feel ourselves,We almost don't feel ourselves
test/4AYE3w5TWHs/00005,so just like with a bike we don't talk about it,so just like with a bike we don't talk about it,So just like with a bikini don't talk about it
test/QoT0S2vu9m4/00002,do that only if you're paid by the hour,you can only feel pain by now,You Can Only Feel Pain by Now
test/hiIcwt88o94/00018,and i'm sure the figures are similar in other countries,and i'm sure the figures are similar in other countries,And I'm sure the figures are similar in other countries
test/m6X1i8khmt8/00002,the irony is so obvious right,the irony is so obvious right,The irony is so obvious right
test/1bnzVjOJ6NM/00013,so what do you think happens to these gals,so what did the animals say,So what did the animals say
test/ROgFmb3oTLo/00007,there is an animated series in the works,there's an animated series that works,There's an animated series that works
test/VfAiNX7jn9A/00011,let's help them have a voice,let's help them have a voice,Let's help them have a voice
test/ONM4JupBzSE/00003,there's nothing underground about it,there's nothing underground about it,There's nothing underground about it
test/FQEEMpzPZlY/00001,they change from person to person,they change from person to person,They change from person to person
test/PbgB2TaYhio/00001,well i think about this all the time,well i think about this all the time,Well I think about this all the time
test/eNAHVnkll5M/00004,so i started a research project with them,so i started a research project with them,So I started a research project with them
test/CxEqV8WtfOo/00001,i'm 27 years old,i'm 27 years old,I'm 27 years old
test/48xS00Iy0ac/00002,buildings can be like people,buildings can be like people,Buildings can be like people
test/m6X1i8khmt8/00001,and i was really scared,and i was really scared,And I was really scared
test/GGScU5ESei4/00001,but there's actually more to the story than that,but there's actually more to the story than that,But there's actually more to the story than that
test/ULNPLFrTirQ/00001,i'm pushing and pulling with this object,i am pushing and pulling with this object,I am pushing and pulling with this object
test/j7fRIGphgtk/00001,well i didn't have any idea,well i didn't have any idea,Well I didn't have any idea
test/PrK0CifulU0/00005,first they founded political parties,first they found these political parties,First they found these political parties
test/VsjTVGIw4z8/00005,okay then we can make a mobile geiger counter,we can make a mobile app out of it,We can make a mobile app out of it
test/NA7krbsdXFA/00011,and that's why it's been a pleasure speaking to you,and that's why i put pressure on you,And that's why I put pressure on you
test/87AEeLpodnE/00005,that's something we ought to celebrate,and that is something we can celebrate,And that is something we can celebrate
test/NoCOagL69Ss/00002,that may not always be the case,that might always be the case,That might always be the case
test/psN1DORYYV0/00008,i'm a fifth generation texan,i want fifth generation text,I Want Fifth Generation Text
test/GSf6nijSSdA/00003,and he surprised me by saying you know what,and he surprised me by saying you know what,And he surprised me by saying you know what
test/Sew0bn8mGAA/00009,you make it flow under and over,you make it flow under and over,You Make It Flow Under and Over
test/GSf6nijSSdA/00010,and guess what silicon valley,in gstaad switzerland,In Stasi's Switzerland
test/VxESitIllxE/00002,no plankton means no fish,no plants but no fish,No plants but no fish
test/FqrLUtIFVjs/00001,so how does this work,so how does this work,So how does this work
test/FcmSmAwPkxg/00005,when it's 10 degrees below zero,what is a tender green tomato,What Is a Tender Green Tomato
test/qWNae7vYK6s/00006,sexual harassment doesn't discriminate,sexual harassment doesn't discriminate,Sexual harassment Doesn't discriminate
test/RaSlxoAUP5c/00004,and he thinks i'm saying take my picture,i didn't even attempt to take my picture,I didn't even attempt to take my picture
test/UAj1hsXp18c/00025,faced with absence,face with absence,Face with Absen
test/Li4S1yyrsTI/00011,take a look at one of our spots,take a look at one of those spots,Take a look at one of those spots
test/UAj1hsXp18c/00001,i will craft my own drum,i would drive my home with drum,I would drive my home with drum
test/GMynksvCcUI/00002,my grandfather worked at this factory,my grandfather worked in this factory,My grandfather worked in this factory
test/uL5XUwfkxZw/00008,so they felt safe to come there,so they felt safe to come there,So they fell safe to come there
test/n3kNlFMXslo/00010,you say you're working more than 60 hours,you started working more than 60 hours,You started working more than 60 hours
test/27lMmdmySb8/00005,actually studied hormones,engineering study hormones,Engineering study Hormones
test/2SlBiFZ85d0/00002,i have three sons so i see how they fight,i have three sons i see now they're fine,I have three sons I see now there
test/RlQ3CSVanaU/00001,i don't understand,i don't understand that,I don't understand that
test/xTkKSJSqUSI/00004,all of you are members of tribes,all of you are members of tribes,All of you are members of tribes
test/ONM4JupBzSE/00005,we only sell you airtime,we only sell you in time,We Own Lee Selby in time
test/GMynksvCcUI/00001,my father worked at this factory he said,my father worked at this factory he said,My father worked at this factory He said
test/RplnSVTzvnU/00001,we can see everything on wikipedia,we can see everything on wikipedia,We can see everything on Wikipedia
test/JFQLvbVJVMg/00001,so this is obvious right,so this is obvious right,So this is obvious right
test/xukDIWFMU9Y/00003,has a coherent movement,as the core movement,As the core movement
test/RAR4cz9wkUk/00001,i was not going to cry myself to sleep,i was not going to drag myself to sleep,I was not going to drag myself to sleep
test/rFpDK2KhAgw/00002,they were unexpected pleasures,they were unexpected pleasures,They were unexpected pleasures
test/fIICVeGW4RY/00004,and so it's perfect for something like that,and she was perfect for something like that,And she was perfect for something like that
test/mgcjr1yz7ow/00005,i started looking at them really carefully,i started looking at them really carefully,I started looking at them really carefully
test/LujWrkYsl64/00002,it was like a star trek episode you know,it was an insult to him personally,It was an insult to him personally
test/fTSXvLzNd0o/00002,there won't be a single moment in the schedule,there will be a single moment in the election,There will be a single moment in the election
test/nCg2NcGYu34/00006,not the wife not the kids,not once not yet,Not once not yet
test/AsSd2nmoKNA/00001,i tagged along with my neighbors,i sat alone with my neighbors,I sat alone with my neighbours
test/GSf6nijSSdA/00005,that allowed me to take a stand for myself,that allowed me to take a stand for myself,That allowed me to take a stand for myself
test/3uSQlcGCHUU/00014,and nothing happened at all,and nothing happened at all,And nothing happened at all
test/TGZMSmcuiXM/00001,that's what's so complicated about war,that's what's so complicated about war,That's what's so complicated about war
test/LIy2oVJtJsA/00006,and use is what creates impact,and so this will create an impact,And so this will create an impact
test/KNSRifMSSvM/00001,and he wanted one so badly,he didn't want one so badly,He Didn't Want One So Badly
test/3uSQlcGCHUU/00012,or do you think the government should redistribute,you think the government should read your email,You think the government should read your email
test/OYfoGTIG7pY/00004,i am torn by your love for me,i am torn by a conflict,I Am Torn by a Conflict
test/YyXRYgjQXX0/00001,the answer to that question is a very definitive,the answer to that question is fairly simple,The answer to that question is fairly simple
test/jggHw5PdQV0/00001,and my whole world did open up,my whole world didn't open up,My whole world didn't open up
test/JSSc7hYKstI/00017,well we rejected all of that,we rejected all of that,We reject all of that
test/UAj1hsXp18c/00021,one woman gives birth to borders,one woman gives both her supporters,One woman gives both her supporters
test/BvpmZktlBFs/00002,did you hear he has gone mad,did you eat and go to bed,Did you eat and go to bed
test/Sv5QitqbxJw/00004,and they don't need to ask for permission,and they don't need to ask for permission,And they don't need to ask for permission
test/NqOjj1FCcVY/00003,let me tell you about a couple of them,let me tell you about a couple of them,Let me tell you about a couple of them
test/UAj1hsXp18c/00020,one woman gives birth to a baby,one woman has spoken to the baby,One woman has spoken to the baby
test/ni4FV5zL6lM/00001,government officials are extremely mad,government officials are extremely bad,Government officials are extremely bad
test/2SlBiFZ85d0/00006,and i won't name names but you know who you are,and i won't name names but you know who you are,And I won't name names but you know who you are
test/hiIcwt88o94/00020,we've just somehow forgotten how to see it,we've just somehow forgotten how to see it,We've just some how forgotten how to see it
test/VAJS5J21Rd0/00005,i didn't feel like i was in the wrong body,i didn't feel like i was in the wrong body,I didn't feel like I was in the wrong body
test/0gks6ceq4eQ/00009,well that's what predictions are,well that's what predictions are,Well that's what predictions are
test/V4sSabKqyMU/00001,but there's so much potential,but so much was actually,But so much was actually achieved
test/7gkdzkVbuVA/00004,how frustrated are you right now,i'm frustrated,I'm Fresh Rated
test/hiIcwt88o94/00006,and i was like oh the amazon,i was like oh the game is on,I was like Oh the game is on
test/iPE2SiCCo0w/00013,and this routine went on for some time,and these two things went on for some time,And these two things went on for some time
test/c9V6OKlY80k/00001,but i love it for a totally different reason,but i loved it first i really loved it,But I love Dit First I really love Dit
test/BImnT7lcLDE/00006,but that doesn't mean that we can't,but that doesn't mean that we can't,But that doesn't mean that we can't
test/KuWXfjyGhk0/00005,but the question is who will have it,but the truth is you will have it,But the truth is you will have it
test/vXPJVwwEmiM/00006,most independent media was shut down,most of the money was shut down,Most of the money was shut down
test/FxtSMZKMdes/00005,i am full of contradictions,i'm full of contradictions,I'm full of contradictions
test/Us70DN2XSfM/00005,and it's not that they didn't want me to think critically,it's not that they didn't want to think critically,It's not that they didn't want to think critically
test/xFSCX9mAHPo/00001,we're not playing with each other,we're not playing with each other,We're not playing with each other
test/MNuOmTQdFjA/00002,so i looked for furniture,so i looked for a teacher,So I looked for a teacher
test/7ZymFMmpOa0/00007,you would be issuing orders from above,you will pick street corners from above,You Will Pick Street Corners From Above
test/UmvOgW6iV2s/00003,it's a marker of empathy,is a model of empathy,is a model of empathy
test/7gXq1ml6B1E/00001,it's natural connective tissue,it's an actual collective tissue,It's an actual collective tissue
test/xTkKSJSqUSI/00019,pretty much everybody else who does polls,what about everybody else across borders,What About Everybody Else Across Borders
test/c64M1tZyWPM/00004,did you learn to wash your hands in school,did you go to preschool,Did you go to preschool
test/UAj1hsXp18c/00023,one woman never did,one woman never did,One woman never did
test/fscaRh2OtXk/00004,we created a diagnostic test,we created a diagnostic test,We created a diagnostic test
test/ZJNESMhIxQ0/00019,they haven't yet been convicted of a crime,they haven't yet been convicted of a crime,They haven't yet been convicted of a crime
test/VzyjDRSAWzE/00001,it's an unconscious process,it's an alternative process,It's an alternative process
test/7ZymFMmpOa0/00006,but that really isn't true anymore,but that really isn't true anymore,But that really isn't true anymore
test/SS8TSf2srSw/00006,she got a support network,she had a high support network,She had a high support network
test/c64M1tZyWPM/00003,did you learn to wash your hands at home,do you know what your hands are made of,Do you know what your hands are made of
test/DsrxbqFo41k/00002,so i went to church as often as i could,so what the church is often is not good,So what the Church is often is not good
test/RaSlxoAUP5c/00003,which means take my camera,which means take my camera,Which means Take my camera
test/7kkRkhAXZGg/00004,storytelling is so important,storytelling is so important,Storytelling is so important
test/XYNUpQrZISc/00002,that will change everything when we see that,that would change everything,That would change everything
test/uzKBGtf0i0M/00005,my history wasn't right,my history wasn't right,My history was untried
test/eqsXcSaefKI/00001,everything in the universe wears out,everything in here for someone to say,Everything in here for someone to say
test/87AEeLpodnE/00008,irreconcilable differences right,in reconcilable differences right,In reconcilable differences write
test/xTkKSJSqUSI/00020,so i'd like to leave you with these thoughts,so i'd like to leave you with this slide,So I'd like to leave you with this slide
test/BImnT7lcLDE/00002,and boy they were like what,and boy they were like what,And boy they were like what
test/Li4S1yyrsTI/00001,why do i believe this,why do i believe this,Why do I believe this
test/IjbTiRbeNpM/00004,human relationships are not efficient,human relationships are interesting,Human relationship SAR is intriguing
test/xFSCX9mAHPo/00002,there's a million different ways to eat pizza,there are millions of ways to eat beans,There are millions of ways to eat beans
test/GvGAIGbnX7E/00001,they have to be able to teach us something as well,they have to be able to teach us something as well,They have to be able to teach us something as well
test/V1yW5IsnSjo/00008,the question why does she stay,the question why did she stay,The question Why did she stay
test/95ovIJ3dsNk/00005,what kind of trauma am i talking about here,what kind of problem we talk about here,What kind of problem we talk about here
test/VzyjDRSAWzE/00002,it's an automatic process,it's an automated process,It's an automated process
test/0QVXdEOiCw8/00001,i wasn't very good at reading things,it was followed by all kinds of things,It was followed by all kinds of things
test/UAj1hsXp18c/00028,cluster bombs left behind,and i thought my mom sounded mad,And I thought my mom sounded mad
test/S2Dj9M71JAc/00008,how much can we change,how much can we change,How much can we change
test/5b5BDoddOLA/00002,we weren't considered the real thing,when work is the real thing,When work is the real thing
test/FxtSMZKMdes/00006,i want no part of any of that,i want you to part of any of that,I want you to part of any of that
test/akiQuyhXR8o/00011,that doesn't probably happen every day,that doesn't probably happen every day,That doesn't probably happen every day
test/FmpIMt95ndU/00001,sort of leadership by humiliation,so here's the big revelation,So here's the big revelation
test/8VwTZFYSfvw/00002,it was the coldest i've ever been,it was the coldest i've ever been,It was the coldest I've ever been
test/U6PoUg7jXsA/00001,the answer was no,the answer was no,The answer was no
test/UAj1hsXp18c/00016,one woman loses her head,and when a woman loses her hand,And when a woman loses her hand
test/V1yW5IsnSjo/00006,i had just graduated from harvard college,i graduated from harvard college,I graduated from Harvard College
test/akiQuyhXR8o/00004,i needed an education,i can get an education,I Can Get an Education
test/gSycQufrgK4/00002,so i went in that direction,so i went in that direction,So I went in that direction
test/Q6U69HbAF9Y/00002,well we bought one of these,well we put one of these,Well we put one of these
test/eNAHVnkll5M/00011,take a moment to say thank you,take a moment and say thank you,Take a Moment and Say Thank You
test/S7t6Ry4PlTo/00001,it's been thought about for a while,it's been thought about for a while,It's been thought about for a while
test/9kBKQS7J7xI/00002,this is going to become really freaking obvious,it's going to be pretty tricky and obvious,It's going to be pretty trickie and obvious
test/ka8L1YMR88U/00008,we can't identify with that part,we can't identify with that person,We cannot identify with that person
test/OYfoGTIG7pY/00007,remember what i said my love,remember what i said my love,Remember what I said my love
test/mxNpNuogqsY/00003,what are the researchers learning,what are the researchers learning,What are the researcher's learning
test/5ifMRNag2XU/00001,i want to be the center of attention,i want to be the center of attention,I want to be the center of attention
test/Us70DN2XSfM/00001,like why did i really have to mow the lawn,and why did i really have to move to london,And why did I really have to move to London
test/mgcjr1yz7ow/00009,and they were basically having fun,and they were basically having fun,and they were basically having fun
test/wzkFoetpSSM/00002,i feel that god knows me,i fear that god knows me,I fear that God knows me
test/q2gO4DKVpa8/00001,i am certainly not the hardest working,i am certainly not the hardest worker here,I am certainly not the hardest worker here
test/YzGjO5aHShQ/00004,i was talking about interaction design,i was talking about interaction design,I was talking about interaction design
test/wmMrZyVANUo/00003,this will pay dividends,this will pay dividends,This will pay dividends
test/sxnlvwprfSc/00008,they had her scanned inside out,they had their scientists around,They had their scientists around
test/BzeTjn0R2VY/00004,it needs to happen,it needs to happen,It needs to happen
test/HUM2rCIUdeI/00001,i looked at slaves,i couldn't get a lot of slaves,I couldn't get a lot of slaves
test/oYp5XuGYqqY/00003,now that's a very very good point,that's a very very good point,That's a very very good point
test/BHY0FxzoKZE/00002,i tried everything,i tried everything,Eye tried everything
test/OYfoGTIG7pY/00003,i am thinking of your love for me,and he was thinking of two things for me,And he was thinking of two things for me
test/B8rmi95pYL0/00002,the key here really is knowledge,they can really silence,They can really silence
test/lmyZMtPVodo/00002,we have no control over these forces,we have no control over these forces,We have no control over these forces
test/87AEeLpodnE/00001,they supported me all the way through it,they supported me all the way through it,They supported me all the way through it
test/18uDutylDa4/00009,your job needs to be challenging,your job is to be challenging,Your job is to be challenging
test/LIy2oVJtJsA/00003,they're not heavily subsidized,they're not heavily subsidized,There's not heavily subsidized
test/GAMR5RDSLJo/00011,i want to know how i impact them,i want to know how i impact them,I want to know how I impact them
test/VIgzTLDyObo/00003,how do i get through the hardest part,and you can get through the hardest part,And you can get through the hardest part
test/Sa27SUR0Mlo/00008,data drives better decisions,data drives better decisions,Dated drives better decisions
test/UAj1hsXp18c/00017,one woman feeds on trash,one woman feels like trash,One woman feels like trash
test/27lMmdmySb8/00006,we can't see it most of the time,we can't see it most of the time,We Can't See It Most of the Time
test/U6PoUg7jXsA/00005,this is how stuff is made memorable,the sound stuff is made memorable,The sound stuff is made memorable
test/S6ufvYWTqQ0/00005,my brothers are not as interested as i am,my brothers are not as interested as i,My brothers are not as interested as I
test/lrSmXnUoUXM/00003,now i know why i'm here,now i know why i'm here,Now I know why I'm here
test/ZJNESMhIxQ0/00029,it impacts crime and violence,it's about crime and violence,It's About Crime and Violence
test/ZJNESMhIxQ0/00020,they're just waiting for their day in court,they're just waiting for their day in court,There just waiting for their day in court
test/9uOMectkCCs/00004,we all know what he's talking about,we all know what he's talking about,We all know what he's talking about
test/d6NKdnZvdoo/00003,but it's a global phenomenon,biggest global phenomenon,Biggest global phenomenon
test/KuWXfjyGhk0/00004,there will be invisible capacity,they were being visible or absent,they were being visible or absent
test/8nt3edWLgIg/00001,we don't need moore's law to continue,we don't need more cloning in the u,We don't need more cloning in the U S
test/mSHBma0Ithk/00003,let us have a hong kong nearby,that is never all there by,That is never all there by
test/wmMrZyVANUo/00001,and in many cases we don't,and in many cases we don't,and in many cases we don't
test/SS8TSf2srSw/00003,that was her fight,that was her fight,That Was Her Fight
test/TDaFwnOiKVE/00003,this isn't information,the city information,The city information
test/VfAiNX7jn9A/00007,we hear terrorism,we take risks,We Take Cricks
test/rFpDK2KhAgw/00001,they have social meaning,they have social media,They have social media
test/cmpu58yv8Sg/00002,we know that we are right and they are wrong,we know that we are right there,wino that we are right there
test/WTFi99e4RXU/00001,only we don't know that it's a homeless shelter,we don't know what's going to happen,We don't know what's going to happen
test/fscaRh2OtXk/00002,i am sick to my stomach,i am sick to my stomach,I am sick to my stomach
test/0iIh5YYDR2o/00001,i'm not a social problem guy,i'm not a social problem guy,I'm not a social problem guy
test/fC9da6eqaqg/00001,you're doing incredibly important work,you're doing an incredibly important work,You're Doing an Incredibly Important Work
test/wlR1ojoiue0/00001,they were wonderful people,they were wonderful people,They were wonderful people
test/DjeIpjhAqsM/00003,we have to turn that around,what happens is,What Happens Is
test/G2XBIkHW954/00002,we're seeing the baby brain,you see the problem with that,Use see the problem with that
test/ODLgS00f9BE/00002,we could only think of one way,we can only think of one way,We can only think of one way
test/ZJNESMhIxQ0/00044,some people call it data science,some people call it data science,Some people call it data science
test/PrK0CifulU0/00004,and they did it in the good old fashioned way,and they did it in the old fashioned way,And they did it in the old fashioned way
test/HbUeAdVXOVc/00001,this is the only part that's battery backed up,she's only part of the spectrum ends up,She's only part of the Spectrum ends up
test/9JKy6ZfmBn0/00001,you don't get a chance to mess it up,so let's answer my second,So Let's Answers My Second
test/E0oPnS7rUwE/00003,and they're not just focused on money,and they're not just focused on money,And they not just focused on money
test/mSHBma0Ithk/00002,allow many people to come in,allow many people to come in,Allow many people to come in
test/OYfoGTIG7pY/00002,i remember what you said to me,i remember what you said to me,I remember what you said to me
test/TScetimMBL8/00006,just when that's the last thing you want to do,just when that's the last thing you want to do,Just when that's the last thing you want to do
test/os69gEFXUW4/00001,what can i learn with you,what can i learn with you,What can I learn with you
test/NCJTV5KaJJc/00002,but i'm a big fan of you as a person,but i'm a big fan of you as a person,But I'm a big fan of you as a person
test/FD6CqD1kV8s/00004,it's not a dirty word,it's not a dirty word,It's not a dirty word
test/1PNX6MSdVsk/00007,trust is the response,justice response,Justice response
test/jcSSY9rDN2g/00001,there's a flip side as well,there's a flip side as well,There's a flip side as well
test/SpTGUTSFvf4/00001,some did not everybody,some did and not everybody,Some Did and Some Did Not Everybody
test/Ht2fzax9wV0/00002,we're always trying to make it faster,we're always trying to make it faster,We're always trying to make it faster
test/UtBsl3j0YRQ/00004,we have to get quiet,we have to get right,We Have to Get Right
test/0Fi83BHQsMA/00004,at some point i'm going to get out,at some point 9 million hours,At some point 9 million hours
test/6wNif5SlN08/00011,1 percent who get to do that,one percent you get to do that,One percent you get to do that
test/SFnMTHhKdkw/00009,we know why kids don't learn,we know why it is going on,Wino Why it is going on
test/YzGjO5aHShQ/00013,it's very hard to get of course,it's very hard to get of course,It's very hard to get of course
test/jPf0LjZAS14/00008,we need portable health benefits,we need portable health benefits,Wii Need Portable Health Benefits
test/UMhLBPPtlrY/00005,that wasn't being asked,i wasn't being asked,I wasn't being asked
test/Ip2SQa50uBI/00003,how else can we create new ideas,i want to recreate new ideas,I want to create new ideas
test/uL5XUwfkxZw/00013,i said we work together,i think we want the,I think we want the
test/eNAHVnkll5M/00001,who cleans up after us,or a kiss above her heart,Aurora Kiss Above Her Heart
test/SnSHsb5xKPo/00002,it should be inspiring,it should be inspiring,It should be inspiring
test/7kkRkhAXZGg/00006,stories are amazing,stories are amazing,Stories are amazing
test/ZnCSUBmeRxw/00006,and that's exactly what that is,and that's exactly what that is,And that's exactly what that is
test/GAMR5RDSLJo/00014,i want to know how they impact me,i want to know how that impacts me,I want to know how that impacts me
test/l5vZHuAtDZA/00003,so was mother teresa,it's no wonder mothers quit,It's No Wonder Mother's Quit
test/3r1IPsldbBg/00002,well there's a self fulfilling prophecy,there's a self fulfilling prophecy,There's a self fulfilling prophecy
test/V4sSabKqyMU/00004,brought in younger men,brought together in mind,Brought together in mind
